DBN,School,District,Borough,Schoolnum,ThreeELA,ThreeMath,FourELA,FourMath,FiveELA,FiveMath,SixELA,SixMath,SevenELA,SevenMath,EightELA,EightMath,AllGradeELA,AllGradeMath
19K190,P.S. 190 SHEFFIELD,19,Brooklyn,190,28.57,32.14,36.36,9.09,40.63,25.00,,,,,,,35.37,23.17
03M191,P.S. 191 AMSTERDAM,3,Manhattan,191,21.74,9.09,4.00,4.00,24.32,10.81,12.50,0.00,31.03,16.00,37.21,4.76,23.76,7.47
26Q191,P.S. 191 MAYFLOWER,26,Queens,191,54.24,78.33,76.79,75.00,66.67,71.43,,,,,,,65.68,75.00
17K191,P.S. 191 PAUL ROBESON,17,Brooklyn,191,77.27,78.26,50.00,75.00,14.29,14.29,,,,,,,47.76,57.35
20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,20,Brooklyn,192,34.92,30.77,38.46,33.82,31.88,30.00,40.00,51.52,36.17,38.30,50.94,47.17,38.40,38.21
06M192,P.S. 192 JACOB H. SCHIFF,6,Manhattan,192,15.09,14.55,12.90,25.00,20.51,11.63,,,,,,,16.26,16.15
25Q193,P.S. 193 ALFRED J. KENNEDY,25,Queens,193,64.89,72.92,47.37,54.39,50.00,60.00,,,,,,,55.71,64.13
22K193,P.S. 193 GIL HODGES,22,Brooklyn,193,39.20,28.13,49.64,42.96,49.24,41.61,,,,,,,46.21,37.84
05M194,P.S. 194 COUNTEE CULLEN,5,Manhattan,194,14.71,20.59,0.00,3.23,4.17,4.17,,,,,,,6.90,10.11
22K194,P.S. 194 RAOUL WALLENBERG,22,Brooklyn,194,43.21,35.37,43.64,35.59,18.33,24.19,,,,,,,35.71,32.02
12X195,P.S. 195,12,Bronx,195,9.33,7.10,10.37,9.64,9.32,5.98,,,,,,,9.72,7.76
22K195,P.S. 195 MANHATTAN BEACH,22,Brooklyn,195,68.35,83.75,81.48,84.15,77.05,80.33,,,,,,,75.57,82.96
29Q195,P.S. 195 WILLIAM HABERLE,29,Queens,195,39.81,25.24,18.81,17.82,25.84,28.09,,,,,,,28.33,23.55
12X196,P.S. 196,12,Bronx,196,17.18,14.29,22.66,25.38,11.72,20.78,,,,,,,16.97,19.69
28Q196,P.S. 196 GRAND CENTRAL PARKWAY,28,Queens,196,81.95,82.48,87.74,84.81,77.17,83.85,,,,,,,82.65,83.76
14K196,P.S. 196 TEN EYCK,14,Brooklyn,196,23.81,34.15,26.92,20.69,7.69,18.52,,,,,,,20.21,25.77
22K197,P.S. 197 - THE KINGS HIGHWAY ACADEMY,22,Brooklyn,197,38.55,60.92,43.82,45.74,39.19,43.59,,,,,,,40.65,50.19
05M197,P.S. 197 JOHN B. RUSSWURM,5,Manhattan,197,21.43,25.00,23.91,23.91,8.57,8.57,,,,,,,18.70,20.00
27Q197,P.S. 197 THE OCEAN SCHOOL,27,Queens,197,24.59,3.23,11.76,16.18,7.35,24.24,,,,,,,14.21,14.80
22K198,P.S. 198 BROOKLYN,22,Brooklyn,198,41.56,24.68,46.15,34.62,36.51,15.63,,,,,,,41.74,25.57
02M198,P.S. 198 ISADOR E. IDA STRAUS,2,Manhattan,198,64.29,64.79,55.38,73.85,52.13,59.57,,,,,,,56.77,65.22
21K199,P.S. 199 FREDERICK WACHTEL,21,Brooklyn,199,41.77,38.75,51.56,60.29,33.80,52.70,,,,,,,42.06,50.00
03M199,P.S. 199 JESSIE ISADOR STRAUS,3,Manhattan,199,84.51,80.56,86.36,91.79,74.40,84.00,,,,,,,81.95,85.36
24Q199,P.S. 199 MAURICE A. FITZGERALD,24,Queens,199,40.00,36.36,36.27,33.85,38.98,43.17,,,,,,,38.38,37.67
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,9,Bronx,199,19.20,23.39,19.51,15.75,15.57,19.05,,,,,,,18.11,19.36
20K200,P.S. 200 BENSON SCHOOL,20,Brooklyn,200,39.41,58.10,44.33,55.29,36.28,57.85,,,,,,,39.94,57.10
05M200,P.S. 200- THE JAMES MCCUNE SMITH SCHOOL,5,Manhattan,200,20.00,8.70,19.74,17.72,6.25,9.23,,,,,,,15.61,12.21
25Q201,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,25,Queens,201,33.96,32.73,22.58,22.95,42.42,35.29,,,,,,,33.15,30.43
19K202,P.S. 202 ERNEST S. JENKYNS,19,Brooklyn,202,13.41,12.79,11.67,8.20,2.70,7.89,,,,,,,9.26,9.87
22K203,P.S. 203 FLOYD BENNETT SCHOOL,22,Brooklyn,203,39.06,33.33,32.28,21.37,30.00,26.47,,,,,,,34.08,27.07
26Q203,P.S. 203 OAKLAND GARDENS,26,Queens,203,76.10,80.00,81.98,93.75,78.62,87.84,,,,,,,78.55,86.43
09X204,P.S. 204 MORRIS HEIGHTS,9,Bronx,204,51.22,46.34,50.00,41.89,24.14,40.66,,,,,,,42.55,43.40
20K204,P.S. 204 VINCE LOMBARDI,20,Brooklyn,204,65.66,66.27,61.22,63.55,43.75,58.24,,,,,,,56.88,62.64
26Q205,P.S. 205 ALEXANDER GRAHAM BELL,26,Queens,205,68.09,76.60,67.44,75.00,76.09,84.78,,,,,,,70.59,78.83
20K205,P.S. 205 CLARION,20,Brooklyn,205,59.79,55.90,56.71,67.26,40.77,62.22,,,,,,,53.62,61.45
10X205,P.S. 205 FIORELLO LAGUARDIA,10,Bronx,205,28.74,22.16,17.54,16.76,18.95,17.20,,,,,,,21.89,18.75
04M206,P.S. 206 JOSE CELSO BARBOSA,4,Manhattan,206,39.33,31.46,28.89,36.26,18.31,21.92,19.61,21.57,24.59,22.95,20.00,0.00,26.38,25.19
22K206,P.S. 206 JOSEPH F LAMB,22,Brooklyn,206,56.65,67.22,58.18,62.50,55.35,60.36,52.54,56.67,56.78,50.42,59.46,22.06,56.52,57.21
28Q206,P.S. 206 THE HORACE HARDING SCHOOL,28,Queens,206,24.74,32.32,39.13,35.11,25.00,24.39,,,,,,,29.74,30.91
22K207,P.S. 207 ELIZABETH G. LEARY,22,Brooklyn,207,54.17,55.37,61.84,57.62,40.29,54.35,53.54,58.20,65.44,60.45,60.32,4.00,55.63,55.28
27Q207,P.S. 207 ROCKWOOD PARK,27,Queens,207,47.83,56.52,63.64,65.45,43.59,33.77,39.29,53.66,53.42,68.57,53.33,38.46,49.16,53.06
03M208,P.S. 208 ALAIN L. LOCKE,3,Manhattan,208,26.09,23.40,7.89,5.13,23.68,17.95,,,,,,,19.67,16.00
18K208,P.S. 208 ELSA EBELING,18,Brooklyn,208,24.00,33.33,32.35,29.85,45.31,43.75,,,,,,,33.33,35.44
25Q209,P.S. 209 CLEARVIEW GARDENS,25,Queens,209,58.02,65.06,73.44,81.40,58.59,65.31,,,,,,,64.61,71.94
21K209,P.S. 209 MARGARET MEAD,21,Brooklyn,209,42.11,58.54,55.56,65.33,40.00,47.95,41.38,32.79,44.90,50.00,48.21,36.84,45.41,50.40
31R021,P.S. 21 MARGARET EMERY-ELM PARK,31,Staten Island,21,22.86,15.71,30.77,23.88,16.92,13.85,,,,,,,23.50,17.82
12X211,P.S. 211,12,Bronx,211,20.83,22.92,15.00,12.50,11.11,1.72,13.21,9.52,12.24,28.07,31.25,37.23,18.52,20.56
12X212,P.S. 212,12,Bronx,212,21.43,25.00,12.82,7.69,21.21,17.14,5.88,9.09,19.30,19.67,5.66,3.51,13.41,12.73
30Q212,P.S. 212,30,Queens,212,55.80,57.86,58.02,57.04,37.86,41.90,,,,,,,51.61,53.16
21K212,P.S. 212 LADY DEBORAH MOODY,21,Brooklyn,212,43.16,39.58,38.54,48.00,31.52,27.08,,,,,,,37.81,38.36
02M212,P.S. 212 MIDTOWN WEST,2,Manhattan,212,72.73,69.09,77.78,77.78,83.67,79.59,,,,,,,77.85,75.32
19K213,P.S. 213 NEW LOTS,19,Brooklyn,213,18.00,11.76,7.27,7.27,5.36,0.00,,,,,,,9.94,6.17
26Q213,P.S. 213 THE CARL ULLMAN SCHOOL,26,Queens,213,68.25,78.13,56.14,64.91,62.75,74.51,,,,,,,62.57,72.67
12X214,P.S. 214,12,Bronx,214,18.68,17.20,25.71,34.29,15.56,23.33,17.53,15.92,17.05,22.90,23.62,0.94,19.36,18.08
25Q214,P.S. 214 CADWALLADER COLDEN,25,Queens,214,54.20,65.44,42.35,53.49,40.74,52.94,,,,,,,47.14,58.63
19K214,P.S. 214 MICHAEL FRIEDSAM,19,Brooklyn,214,33.33,21.77,24.14,29.91,29.85,24.26,,,,,,,29.44,25.00
21K215,P.S. 215 MORRIS H. WEISS,21,Brooklyn,215,62.58,64.07,63.41,69.35,53.10,63.64,,,,,,,59.63,65.44
21K216,P.S. 216 ARTURO TOSCANINI,21,Brooklyn,216,48.08,31.19,55.79,41.67,44.44,39.73,,,,,,,49.82,37.05
22K217,P.S. 217 COLONEL DAVID MARCUS SCHOOL,22,Brooklyn,217,44.12,48.28,53.48,41.88,43.01,51.31,,,,,,,46.96,47.12
18K219,P.S. 219 KENNEDY-KING,18,Brooklyn,219,33.72,35.71,33.33,18.57,24.00,9.33,,,,,,,30.43,21.83
25Q219,P.S. 219 PAUL KLAPPER,25,Queens,219,37.74,35.71,52.46,49.18,45.76,51.61,45.71,58.57,59.15,56.94,67.12,0.00,52.20,49.70
28Q220,P.S. 220 EDWARD MANDEL,28,Queens,220,43.56,40.78,41.35,46.30,42.06,40.87,,,,,,,42.31,42.64
26Q221,P.S. 221 THE NORTH HILLS SCHOOL,26,Queens,221,65.26,75.26,81.08,87.27,63.04,87.10,,,,,,,70.47,83.33
17K221,P.S. 221 TOUSSAINT L'OUVERTURE,17,Brooklyn,221,25.00,14.00,41.89,22.37,39.39,46.97,,,,,,,36.70,28.65
22K222,P.S. 222 KATHERINE R. SNYDER,22,Brooklyn,222,56.85,72.60,68.03,71.54,59.13,56.41,,,,,,,61.10,67.36
27Q223,P.S. 223 LYNDON B. JOHNSON,27,Queens,223,22.09,21.59,26.14,20.45,26.92,20.51,,,,,,,25.00,20.87
19K224,P.S. 224 HALE A. WOODRUFF,19,Brooklyn,224,19.12,15.49,21.21,7.58,3.49,12.79,,,,,,,13.64,12.11
10X226,P.S. 226,10,Bronx,226,18.67,20.51,15.79,7.41,32.39,27.40,,,,,,,22.07,18.10
21K226,P.S. 226 ALFRED DE B.MASON,21,Brooklyn,226,51.43,57.27,46.43,49.12,36.79,55.75,43.68,52.22,38.04,37.89,43.21,26.79,43.40,48.44
20K229,P.S. 229 DYKER,20,Brooklyn,229,76.09,74.82,64.90,78.57,73.68,78.52,55.20,77.17,53.19,57.73,55.29,35.19,64.33,71.39
24Q229,P.S. 229 EMANUEL KAPLAN,24,Queens,229,61.61,64.32,64.76,74.42,55.67,62.50,,,,,,,60.81,67.20
15K230,P.S. 230 DORIS L. COHEN,15,Brooklyn,230,45.64,42.65,57.74,52.63,41.46,40.00,,,,,,,48.20,45.00
09X230,P.S. 230 DR ROLAND N. PATTERSON,9,Bronx,230,,,,,26.09,16.00,,,,,,,26.09,16.00
27Q232,P.S. 232 LINDENWOOD,27,Queens,232,49.28,51.09,63.24,52.21,45.64,42.28,50.47,42.99,57.84,50.98,60.47,24.07,53.90,45.99
18K233,P.S. 233 LANGSTON HUGHES,18,Brooklyn,233,41.27,36.67,39.74,17.72,27.78,19.44,,,,,,,36.15,23.70
30Q234,P.S. 234,30,Queens,234,50.55,59.78,31.31,29.00,32.26,36.84,,,,,,,37.81,41.46
02M234,P.S. 234 INDEPENDENCE SCHOOL,2,Manhattan,234,72.57,71.43,77.08,80.41,79.12,82.42,,,,,,,76.00,77.67
18K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL,18,Brooklyn,235,53.74,46.94,49.61,36.15,32.52,29.88,90.91,94.95,87.50,82.14,96.34,75.51,63.25,55.35
09X236,P.S. 236 LANGSTON HUGHES,9,Bronx,236,8.70,17.39,32.88,32.88,15.00,11.86,,,,,,,22.44,22.58
22K236,P.S. 236 MILL BASIN,22,Brooklyn,236,77.53,78.89,68.06,63.89,57.84,71.57,,,,,,,67.30,71.97
21K238,P.S. 238 ANNE SULLIVAN,21,Brooklyn,238,34.69,19.23,35.29,33.33,32.14,15.79,21.74,17.39,14.29,22.81,35.90,0.00,28.62,19.72
24Q239,P.S. 239,24,Queens,239,25.00,31.03,30.39,31.43,19.61,24.27,,,,,,,25.00,28.81
17K241,P.S. 241 EMMA L. JOHNSTON,17,Brooklyn,241,55.17,69.32,45.24,47.13,38.89,48.31,,,,,,,46.36,54.92
03M242,P.S. 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY,3,Manhattan,242,48.15,33.33,20.00,24.00,7.41,10.71,,,,,,,25.32,22.50
25Q242,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL,25,Queens,242,72.06,80.00,,,,,,,,,,,72.06,80.00
16K243,P.S. 243K- THE WEEKSVILLE SCHOOL,16,Brooklyn,243,17.65,29.41,19.44,24.32,17.65,19.44,,,,,,,18.27,24.30
18K244,P.S. 244 RICHARD R. GREEN,18,Brooklyn,244,62.77,53.19,41.18,23.53,33.00,24.75,,,,,,,45.27,33.33
22K245,P.S. 245,22,Brooklyn,245,27.27,26.67,60.42,59.18,36.59,51.22,,,,,,,42.11,45.93
10X246,P.S. 246 POE CENTER,10,Bronx,246,16.15,23.36,11.43,15.89,6.48,10.53,,,,,,,11.66,17.04
20K247,P.S. 247 BROOKLYN,20,Brooklyn,247,58.41,68.64,67.72,68.99,34.43,58.73,,,,,,,53.59,65.42
17K249,P.S. 249 THE CATON,17,Brooklyn,249,57.04,76.47,69.70,75.76,45.54,63.46,,,,,,,58.42,72.58
14K250,P.S. 250 GEORGE H. LINDSAY,14,Brooklyn,250,30.00,27.00,24.55,16.81,17.92,23.58,,,,,,,24.05,22.26
22K251,P.S. 251 PAERDEGAT,22,Brooklyn,251,39.71,21.43,16.87,9.76,12.50,18.75,,,,,,,22.08,16.38
29Q251,P.S. 251 QUEENS,29,Queens,251,41.94,39.34,65.91,38.64,,,,,,,,,51.89,39.05
21K253,P.S. 253,21,Brooklyn,253,47.59,48.00,42.15,52.00,35.19,60.55,,,,,,,42.25,52.86
27Q253,P.S. 253,27,Queens,253,28.57,26.42,27.16,17.44,20.90,21.43,,,,,,,26.09,22.14
27Q254,P.S. 254 - THE ROSA PARKS SCHOOL,27,Queens,254,43.24,54.87,55.91,57.29,47.12,59.81,,,,,,,48.38,57.28
22K254,P.S. 254 DAG HAMMARSKJOLD,22,Brooklyn,254,66.91,70.29,74.04,73.58,68.52,74.55,,,,,,,69.54,72.60
22K255,P.S. 255 BARBARA REING SCHOOL,22,Brooklyn,255,53.74,50.00,52.70,59.24,43.94,66.91,,,,,,,50.35,58.31
13K256,P.S. 256 BENJAMIN BANNEKER,13,Brooklyn,256,46.67,44.83,42.22,33.33,27.91,25.58,,,,,,,38.14,33.33
14K257,P.S. 257 JOHN F. HYLAN,14,Brooklyn,257,45.78,33.33,53.85,40.57,52.78,54.79,,,,,,,50.97,42.21
15K261,P.S. 261 PHILIP LIVINGSTON,15,Brooklyn,261,62.75,60.78,42.86,48.15,57.78,70.73,,,,,,,53.95,58.90
16K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,16,Brooklyn,262,52.94,41.18,41.46,24.39,19.51,12.20,11.48,4.92,29.03,3.23,29.31,6.78,28.57,13.86
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,20,Brooklyn,264,61.33,51.90,65.38,52.56,49.02,59.62,,,,,,,59.80,54.07
18K268,P.S. 268 EMMA LAZARUS,18,Brooklyn,268,14.81,11.11,36.36,13.16,19.70,26.47,,,,,,,24.87,17.17
22K269,P.S. 269 NOSTRAND,22,Brooklyn,269,14.43,10.28,19.63,8.85,17.54,10.00,,,,,,,17.30,9.71
13K270,P.S. 270 JOHANN DEKALB,13,Brooklyn,270,26.32,22.22,0.00,17.65,11.76,0.00,,,,,,,13.21,13.21
18K272,P.S. 272 CURTIS ESTABROOK,18,Brooklyn,272,8.00,4.05,12.96,9.43,18.33,11.48,,,,,,,12.70,7.98
27Q273,P.S. 273,27,Queens,273,52.17,52.70,40.74,36.21,36.17,14.58,,,,,,,44.12,37.22
19K273,P.S. 273 WORTMAN,19,Brooklyn,273,16.13,12.90,22.00,3.92,29.69,15.63,,,,,,,22.73,11.30
32K274,P.S. 274 KOSCIUSKO,32,Brooklyn,274,36.00,22.37,30.99,21.13,12.68,12.50,,,,,,,26.73,18.72
18K276,P.S. 276 LOUIS MARSHALL,18,Brooklyn,276,33.01,18.69,34.69,27.72,22.58,17.71,,,,,,,30.27,21.38
07X277,P.S. 277,7,Bronx,277,41.79,43.28,33.33,42.11,24.24,28.79,,,,,,,33.16,37.89
22K277,P.S. 277 GERRITSEN BEACH,22,Brooklyn,277,70.59,57.35,68.66,65.67,66.67,65.28,,,,,,,68.60,62.80
10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",10,Bronx,279,22.48,19.70,15.09,18.35,12.00,12.50,20.17,30.89,21.82,16.36,20.72,23.28,18.96,20.46
18K279,P.S. 279 HERMAN SCHREIBER,18,Brooklyn,279,31.82,16.18,39.13,35.29,39.44,46.48,,,,,,,36.89,32.85
30Q280,P.S. 280,30,Queens,280,27.82,25.90,38.79,50.83,17.58,20.65,,,,,,,28.82,33.05
13K282,P.S. 282 PARK SLOPE,13,Brooklyn,282,60.76,45.00,45.16,32.98,55.41,63.51,39.56,42.22,18.67,9.09,44.95,13.58,44.15,34.27
13K287,P.S. 287 BAILEY K. ASHFORD,13,Brooklyn,287,14.29,22.22,11.11,11.11,11.76,11.76,,,,,,,12.86,16.90
21K288,P.S. 288 THE SHIRLEY TANYHILL,21,Brooklyn,288,19.72,13.89,13.11,24.59,16.92,12.12,24.07,8.93,13.64,8.70,44.83,3.23,20.06,12.95
17K289,P.S. 289 GEORGE V. BROWER,17,Brooklyn,289,27.12,29.51,32.76,20.34,30.51,28.81,,,,,,,30.11,26.26
19K290,P.S. 290 JUAN MOREL CAMPOS,19,Brooklyn,290,46.07,36.67,46.34,40.48,23.75,31.71,,,,,,,39.04,36.33
02M290,P.S. 290 MANHATTAN NEW SCHOOL,2,Manhattan,290,79.01,74.39,78.02,72.83,77.14,82.57,,,,,,,77.98,77.03
10X291,P.S. 291,10,Bronx,291,36.70,40.18,45.87,43.36,18.37,28.43,,,,,,,34.18,37.61
15K295,P.S. 295,15,Brooklyn,295,54.32,65.00,71.21,73.13,44.12,54.93,,,,,,,56.28,64.22
14K297,P.S. 297 ABRAHAM STOCKTON,14,Brooklyn,297,35.56,45.45,20.59,17.65,2.50,16.67,,,,,,,20.17,27.50
23K298,P.S. 298 DR. BETTY SHABAZZ,23,Brooklyn,298,16.67,12.90,13.04,8.33,8.00,0.00,,,,,,,12.82,7.41
32K299,P.S. 299 THOMAS WARREN FIELD,32,Brooklyn,299,18.18,28.57,32.43,24.32,15.56,23.40,,,,,,,21.74,25.21
10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,10,Bronx,3,30.00,30.00,36.00,40.00,50.00,15.00,25.00,33.33,29.17,33.33,37.50,25.00,33.71,29.71
08X304,P.S. 304 EARLY CHILDHOOD SCHOOL,8,Bronx,304,51.11,51.65,70.27,63.51,55.42,59.04,,,,,,,58.30,57.66
13K305,P.S. 305 DR. PETER RAY,13,Brooklyn,305,40.91,21.74,4.17,4.17,16.67,6.25,,,,,,,19.74,10.13
10X306,P.S. 306,10,Bronx,306,22.46,12.77,15.32,20.61,14.02,18.02,,,,,,,17.62,16.97
19K306,P.S. 306 ETHAN ALLEN,19,Brooklyn,306,16.95,11.48,23.44,15.15,9.38,1.59,28.57,6.12,12.50,10.00,26.92,3.85,19.51,8.16
13K307,P.S. 307 DANIEL HALE WILLIAMS,13,Brooklyn,307,24.24,11.76,28.85,24.53,19.57,10.87,,,,,,,24.43,16.54
16K308,P.S. 308 CLARA CARDWELL,16,Brooklyn,308,40.74,0.00,4.17,8.00,0.00,13.04,6.67,2.27,4.35,0.00,10.42,4.35,10.33,3.76
16K309,P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,16,Brooklyn,309,27.03,27.03,20.00,24.14,28.57,5.26,,,,,,,25.00,21.18
10X310,P.S. 310 MARBLE HILL,10,Bronx,310,27.52,25.22,20.19,24.07,21.74,36.44,,,,,,,23.17,28.74
22K312,P.S. 312 BERGEN BEACH,22,Brooklyn,312,61.83,67.67,64.34,53.08,48.46,36.92,,,,,,,58.21,52.67
10X315,P.S. 315 LAB SCHOOL,10,Bronx,315,41.94,32.26,63.33,36.67,35.71,53.57,36.67,13.33,57.69,38.46,42.55,36.17,45.83,34.90
17K316,P.S. 316 ELIJAH STROUD,17,Brooklyn,316,48.15,48.15,48.98,49.02,32.50,32.50,,,,,,,44.06,44.14
15K321,P.S. 321 WILLIAM PENN,15,Brooklyn,321,80.43,82.76,89.33,89.87,82.01,86.11,,,,,,,84.07,86.35
06M325,P.S. 325,6,Manhattan,325,41.18,17.14,13.89,5.41,13.64,11.63,,,,,,,21.93,11.30
23K327,P.S. 327 DR. ROSE B. ENGLISH,23,Brooklyn,327,9.09,18.97,10.71,1.85,2.27,0.00,6.98,0.00,4.44,6.67,19.30,3.45,9.33,5.67
19K328,P.S. 328 PHYLLIS WHEATLEY,19,Brooklyn,328,19.44,20.59,24.24,17.14,11.36,6.67,,,,,,,17.70,14.04
21K329,P.S. 329 SURFSIDE,21,Brooklyn,329,23.19,28.99,28.79,10.45,23.73,11.86,,,,,,,25.26,17.44
24Q330,P.S. 330,24,Queens,330,41.94,54.26,22.86,23.94,19.33,30.58,,,,,,,27.66,36.71
08X333,P.S. 333 - THE MUSEUM SCHOOL,8,Bronx,333,30.43,14.89,13.79,18.64,8.20,0.00,,,,,,,16.36,10.78
03M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,3,Manhattan,333,72.94,64.29,81.71,71.95,70.00,60.29,45.10,45.10,69.57,45.65,79.55,15.00,70.90,57.26
16K335,P.S. 335 GRANVILLE T. WOODS,16,Brooklyn,335,38.64,39.53,42.00,34.00,17.65,23.53,,,,,,,32.41,31.94
10X340,P.S. 340,10,Bronx,340,20.00,20.95,27.27,19.57,25.30,25.29,,,,,,,23.91,21.83
19K345,P.S. 345 PATROLMAN ROBERT BOLDEN,19,Brooklyn,345,22.77,18.81,26.32,18.37,26.60,25.77,,,,,,,25.17,20.95
19K346,P.S. 346 ABE STARK,19,Brooklyn,346,16.47,10.71,22.22,12.04,20.59,9.00,,,,,,,20.00,10.62
31R035,P.S. 35 THE CLOVE VALLEY SCHOOL,31,Staten Island,35,86.96,82.35,78.00,68.63,70.18,72.41,,,,,,,78.98,75.14
10X360,P.S. 360,10,Bronx,360,35.00,18.33,23.88,14.49,17.54,10.17,,,,,,,25.54,14.36
15K418,P.S. 372 -THE CHILDREN'S SCHOOL,15,Brooklyn,418,50.85,50.00,62.50,43.64,70.59,69.23,,,,,,,60.84,53.89
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,17,Brooklyn,375,40.28,44.00,21.31,19.05,16.67,23.73,,,,,,,27.27,29.95
32K376,P.S. 376,32,Brooklyn,376,65.63,60.82,49.56,53.10,31.58,30.86,,,,,,,50.18,49.48
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,32,Brooklyn,377,15.79,13.16,16.22,21.62,8.11,2.70,5.56,1.85,12.00,5.88,11.76,25.00,11.24,11.52
04M038,P.S. 38 ROBERTO CLEMENTE,4,Manhattan,38,30.56,13.89,13.04,8.00,17.07,11.90,,,,,,,21.00,11.65
14K380,P.S. 380 JOHN WAYNE ELEMENTARY,14,Brooklyn,380,46.32,44.21,60.66,56.45,46.59,46.59,,,,,,,50.00,48.16
31R039,P.S. 39 FRANCIS J. MURPHY JR.,31,Staten Island,39,42.86,33.33,44.44,33.70,31.94,35.62,,,,,,,40.17,34.16
10X396,P.S. 396,10,Bronx,396,15.38,14.55,29.63,18.52,21.28,27.08,,,,,,,22.22,19.75
17K397,P.S. 397 FOSTER-LAURIE,17,Brooklyn,397,17.07,12.20,26.83,21.95,26.53,28.57,,,,,,,23.66,21.37
17K398,P.S. 398 WALTER WEAVER,17,Brooklyn,398,4.44,6.52,28.57,16.67,27.27,13.64,,,,,,,19.85,12.12
17K399,P.S. 399 STANLEY EUGENE CLARK,17,Brooklyn,399,24.32,29.33,31.76,15.29,44.00,24.00,,,,,,,33.33,22.55
03M452,P.S. 452,3,Manhattan,452,73.33,68.89,81.25,81.25,62.22,71.11,,,,,,,72.46,73.91
07X005,P.S. 5 PORT MORRIS,7,Bronx,5,16.44,14.67,21.92,13.33,8.86,13.10,4.48,4.29,22.89,16.09,13.75,3.57,14.95,10.95
20K503,P.S. 503: THE SCHOOL OF DISCOVERY,20,Brooklyn,503,24.61,37.76,15.92,17.09,12.18,25.32,,,,,,,18.06,27.54
20K506,P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY,20,Brooklyn,506,30.00,37.10,40.30,43.80,28.93,35.25,,,,,,,33.33,38.90
02M527,P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,2,Manhattan,527,82.61,85.11,,,,,,,,,,,82.61,85.11
12X536,P.S. 536,12,Bronx,536,15.63,17.14,19.67,20.63,16.67,15.79,,,,,,,17.32,17.89
31R056,P.S. 56 THE LOUIS DESARIO SCHOOL,31,Staten Island,56,72.41,62.93,70.45,52.33,60.87,50.00,,,,,,,67.71,55.38
24Q058,P.S. 58 - THE SCHOOL OF HEROES,24,Queens,58,53.38,36.18,54.48,56.62,49.21,51.18,44.54,62.50,,,,,50.66,50.84
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,31,Staten Island,6,58.82,63.10,47.17,52.78,52.29,60.55,,,,,,,52.33,58.47
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,27,Queens,65,39.02,34.94,53.75,43.75,22.08,32.47,,,,,,,38.49,37.08
31R065,P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,31,Staten Island,65,53.97,65.08,71.21,63.64,44.83,39.66,,,,,,,57.22,56.68
18K066,P.S. 66,18,Brooklyn,66,52.50,36.71,28.05,43.21,25.30,22.89,25.00,24.27,34.38,16.67,27.18,23.23,31.57,27.17
20K069,P.S. 69 VINCENT D. GRIPPO SCHOOL,20,Brooklyn,69,48.98,64.10,54.27,70.91,48.12,80.88,,,,,,,50.68,71.55
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,31,Staten Island,74,21.05,15.25,29.17,22.45,22.50,26.83,,,,,,,24.14,20.81
20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,20,Brooklyn,748,75.00,84.00,65.93,64.84,73.17,87.80,,,,,,,71.43,78.75
08X075,P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,8,Bronx,75,21.74,21.51,23.60,24.44,18.82,17.24,,,,,,,21.43,21.11
02M077,P.S. 77 LOWER LAB SCHOOL,2,Manhattan,77,98.39,96.77,100.00,96.67,96.15,94.23,,,,,,,98.28,95.98
17K770,P.S. 770 NEW AMERICAN ACADEMY,17,Brooklyn,770,39.13,38.10,30.77,7.50,30.00,35.00,,,,,,,32.93,22.22
31R078,P.S. 78,31,Staten Island,78,10.32,10.24,15.97,14.63,8.82,10.58,,,,,,,11.82,11.86
31R008,P.S. 8 SHIRLEE SOLOMON,31,Staten Island,8,81.63,71.72,68.18,77.27,41.54,40.91,,,,,,,66.38,64.50
28Q080,P.S. 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,28,Queens,80,44.71,45.88,27.54,26.47,20.93,20.93,,,,,,,31.25,31.38
